experiment,seed,variant,variant_family,target,training_steps_total,sampling,pairs,pair_weights,mmd_rbf,sliced_w2,centroid_l2
EB Section 5.1 main suite,43,pairwise_local_bridges_6000,pairwise,hidden_t2,6000,local_pairwise,0-1;1-3;3-4,,0.0852849396145575,0.4046278004491512,1.1200016736984253
EB Section 5.1 main suite,43,pairwise_local_bridges_6000,pairwise,seen_t4,6000,local_pairwise,0-1;1-3;3-4,,0.0082769659609283,0.157002523897906,0.616722822189331
EB Section 5.1 main suite,43,shared_adjacent_only_6000,shared_adjacent,hidden_t2,6000,uniform_adjacent,0-1;1-3;3-4,uniform,0.060533560306338,0.3613243537946508,1.2131531238555908
EB Section 5.1 main suite,43,shared_adjacent_only_6000,shared_adjacent,seen_t4,6000,uniform_adjacent,0-1;1-3;3-4,uniform,0.0106386860127471,0.3082993595863137,0.909460186958313
EB Section 5.1 main suite,43,shared_skip_adj2_skip1_9000,shared_skip,hidden_t2,9000,adjacent_total_2_3_skip_total_1_3,0-1;1-3;3-4;0-3;1-4;0-4,"0.222222,0.222222,0.222222,0.111111,0.111111,0.111111",0.0606263940556468,0.373290326007719,1.1016004085540771
EB Section 5.1 main suite,43,shared_skip_adj2_skip1_9000,shared_skip,seen_t4,9000,adjacent_total_2_3_skip_total_1_3,0-1;1-3;3-4;0-3;1-4;0-4,"0.222222,0.222222,0.222222,0.111111,0.111111,0.111111",0.0118296070079536,0.2339035981875,0.784841001033783
