variant,variant_family,target,training_steps_total,sampling,mmd_rbf_mean,mmd_rbf_std,sliced_w2_mean,sliced_w2_std,centroid_l2_mean,centroid_l2_std,n_seeds
pairwise_local_bridges_6000,pairwise,hidden_t2,6000,local_pairwise,0.0836338031019948,0.002515635024701712,0.4084517961011345,0.008338128077136412,1.1279298464457195,0.017947671365349,3
shared_adjacent_only_6000,shared_adjacent,hidden_t2,6000,uniform_adjacent,0.056501977445557884,0.006032679472582792,0.3559964411838988,0.023987170192130456,1.1390573978424072,0.08500597246506791,3
shared_skip_adj2_skip1_9000,shared_skip,hidden_t2,9000,adjacent_total_2_3_skip_total_1_3,0.06747887936178702,0.00965141271468821,0.3843003880505096,0.013957642661755736,1.2210852305094402,0.1102101191535214,3
pairwise_local_bridges_6000,pairwise,seen_t4,6000,local_pairwise,0.006871130995277881,0.0015951611264537842,0.172061450837944,0.03756119791590614,0.5824603140354156,0.11745527356643312,3
shared_adjacent_only_6000,shared_adjacent,seen_t4,6000,uniform_adjacent,0.014106806843773856,0.008171610203167345,0.32160488287601646,0.1399916473751939,0.9041819373766581,0.3297498868863559,3
shared_skip_adj2_skip1_9000,shared_skip,seen_t4,9000,adjacent_total_2_3_skip_total_1_3,0.008896164853001024,0.0029306280623303507,0.21499872899585304,0.03827379508029358,0.6638323366641998,0.19507183345961593,3
