experiment,seed,variant,variant_family,target,training_steps_total,sampling,pairs,pair_weights,mmd_rbf,sliced_w2,centroid_l2
EB Section 5.1 main suite,44,pairwise_local_bridges_6000,pairwise,hidden_t2,6000,local_pairwise,0-1;1-3;3-4,,0.0848779523965322,0.4180160597857422,1.1484763622283936
EB Section 5.1 main suite,44,pairwise_local_bridges_6000,pairwise,seen_t4,6000,local_pairwise,0-1;1-3;3-4,,0.0051375535023788,0.1443664181662319,0.4516835510730743
EB Section 5.1 main suite,44,shared_adjacent_only_6000,shared_adjacent,hidden_t2,6000,uniform_adjacent,0-1;1-3;3-4,uniform,0.0495665339597456,0.3297932762207243,1.0462566614151
EB Section 5.1 main suite,44,shared_adjacent_only_6000,shared_adjacent,seen_t4,6000,uniform_adjacent,0-1;1-3;3-4,uniform,0.0234404933513102,0.4677742514976396,1.2312610149383545
EB Section 5.1 main suite,44,shared_skip_adj2_skip1_9000,shared_skip,hidden_t2,9000,adjacent_total_2_3_skip_total_1_3,0-1;1-3;3-4;0-3;1-4;0-4,"0.222222,0.222222,0.222222,0.111111,0.111111,0.111111",0.0785164524659737,0.3999985387628381,1.2428960800170898
EB Section 5.1 main suite,44,shared_skip_adj2_skip1_9000,shared_skip,seen_t4,9000,adjacent_total_2_3_skip_total_1_3,0-1;1-3;3-4;0-3;1-4;0-4,"0.222222,0.222222,0.222222,0.111111,0.111111,0.111111",0.0059683590133092,0.1709509503421459,0.4387962520122528
