representation,epsilon,coupling_l1_vs_other_representation,topk_nn_overlap_k15,effective_support,entropy,expected_cost_normalized_within_representation,raw_expected_cost_comparison_allowed,sinkhorn_converged
pca30,0.05,1.750089127848275,0.042833333333333334,24629.00193177877,10.11167996783225,0.6086391930510326,False,True
program4,0.05,1.750089127848275,0.042833333333333334,144630.57571562476,11.881938016669858,0.7629235210095421,False,True
