method,epsilon,expected_cost_raw,expected_cost_normalized,entropy,effective_support,row_l1_error,col_l1_error,sinkhorn_converged,sinkhorn_n_iter,sinkhorn_backend,cost_scale
independent,,299.6042673818734,1.1853340697003638,11.042921835724488,62499.99999999973,6.505213034913027e-16,1.951563910473908e-15,,,independent,252.75934864304475
sinkhorn_ot,0.001,182.4939934355933,0.7220068987173941,6.466120351389179,642.9843284494339,0.00011985332033804651,1.0928757898653885e-16,False,5000.0,scaling_fallback,252.75934864304475
sinkhorn_ot,0.01,147.9565853049039,0.5853654319779609,6.349275350649801,572.078002820525,1.1709383462843448e-16,6.034569040429608e-06,False,4999.0,pot,252.75934864304475
sinkhorn_ot,0.05,161.36308528833905,0.6384060022097201,8.256608819768525,3853.005683727734,1.5092094240998222e-16,1.40163984498759e-09,True,190.0,pot,252.75934864304475
sinkhorn_ot,0.1,182.41002739236598,0.7216747011402199,9.415358941024934,12275.478591475847,1.0842021724855044e-16,5.979861519150864e-10,True,60.0,pot,252.75934864304475
sinkhorn_ot,1.0,277.71429523328544,1.0987300636918593,10.99920282060644,59826.430303019384,1.0668549377257364e-16,3.86843335142828e-16,True,10.0,pot,252.75934864304475
sinkhorn_ot,5.0,295.37063196786545,1.168584400749496,11.041238514977183,62394.88095265161,6.418476861114186e-17,3.642919299551295e-16,True,10.0,pot,252.75934864304475
